date,ACDGNO,AWHMAN,DGS10,DGS1MO,DGS3MO,DGS5,DGS6MO,IC4WSA,M2SL,NASDAQ100,PCUADLVWRADLVWR,PERMIT,RETAILIMSA,SP500,T10YFF,UMCSENT,market_caps,prices,total_volumes
2021-12-16,42021.0,41.4,1.44,0.04,0.05,1.19,0.13,235000.0,21490.0,15863.94,178.907,1896.0,649163.0,4668.67,1.36,70.6,925006387197.2257,48936.86258244155,33782603071.208714
2021-12-17,42021.0,41.4,1.41,0.03,0.05,1.18,0.13,235000.0,21490.0,15801.46,178.907,1896.0,649163.0,4620.64,1.33,70.6,901558072618.6224,47694.530502251764,24699414443.565502
2021-12-20,42021.0,41.4,1.43,0.03,0.07,1.17,0.16,229000.0,21490.0,15627.64,178.907,1896.0,649163.0,4568.02,1.35,70.6,884905649263.6449,46807.04861642627,23002876885.701263
2021-12-21,42021.0,41.4,1.48,0.03,0.07,1.24,0.16,229000.0,21490.0,15986.28,178.907,1896.0,649163.0,4649.23,1.4,70.6,890808857615.3627,47117.008204210455,29356191956.181854
2021-12-22,42021.0,41.4,1.46,0.03,0.08,1.23,0.16,229000.0,21490.0,16180.14,178.907,1896.0,649163.0,4696.56,1.38,70.6,929203956014.2224,49145.21725849885,25764127608.31085
2021-12-23,42021.0,41.4,1.5,0.04,0.07,1.25,0.18,229000.0,21490.0,16308.21,178.907,1896.0,649163.0,4725.79,1.42,70.6,921888029984.8673,48755.89564404483,21887790445.928295
2021-12-27,42021.0,41.4,1.48,0.04,0.06,1.26,0.21,221750.0,21490.0,16567.5,178.907,1896.0,649163.0,4791.19,1.4,70.6,961723851972.3851,50852.860259540656,19632044502.131416
2021-12-28,42021.0,41.4,1.49,0.03,0.06,1.27,0.2,221750.0,21490.0,16488.66,178.907,1896.0,649163.0,4786.35,1.41,70.6,960280703699.8921,50774.067814743,22793878136.833546
2021-12-29,42021.0,41.4,1.55,0.01,0.05,1.29,0.19,221750.0,21490.0,16491.01,178.907,1896.0,649163.0,4793.06,1.47,70.6,902655839568.4547,47725.14804631933,29538983233.48695
2021-12-30,42021.0,41.4,1.52,0.06,0.05,1.27,0.19,221750.0,21490.0,16429.1,178.907,1896.0,649163.0,4778.73,1.44,70.6,874314106559.5542,46506.99464767938,26348739119.378136
2021-12-31,42021.0,41.4,1.52,0.06,0.06,1.26,0.19,221750.0,21490.0,16320.08,178.907,1896.0,649163.0,4766.18,1.45,70.6,892648631305.5416,47191.86838983951,23753871435.216618
2022-01-03,41200.0,41.2,1.63,0.05,0.08,1.37,0.22,220750.0,21649.6,16501.77,185.724,1841.0,660783.0,4796.56,1.55,67.2,897536090320.9355,47387.212167697246,33756128241.98571
2022-01-04,41200.0,41.2,1.66,0.06,0.08,1.37,0.22,220750.0,21649.6,16279.73,185.724,1841.0,660783.0,4793.54,1.58,67.2,880330191985.1965,46531.140860530526,21890019531.577713
2022-01-05,41200.0,41.2,1.71,0.05,0.09,1.43,0.22,220750.0,21649.6,15771.78,185.724,1841.0,660783.0,4700.58,1.63,67.2,876242689666.1957,45938.02427172366,24895990583.663242
2022-01-06,41200.0,41.2,1.73,0.04,0.1,1.47,0.23,220750.0,21649.6,15765.36,185.724,1841.0,660783.0,4696.05,1.65,67.2,827723202715.1049,43647.147508068054,31837641246.01787
2022-01-07,41200.0,41.2,1.76,0.05,0.1,1.5,0.24,220750.0,21649.6,15592.19,185.724,1841.0,660783.0,4677.03,1.68,67.2,819522879407.0583,43216.45867693359,26366602396.811768
2022-01-10,41200.0,41.2,1.78,0.05,0.13,1.53,0.28,223250.0,21649.6,15614.43,185.724,1841.0,660783.0,4670.29,1.7,67.2,791648558214.5575,41862.3609856517,18016718173.608612
2022-01-11,41200.0,41.2,1.75,0.04,0.11,1.51,0.28,223250.0,21649.6,15844.12,185.724,1841.0,660783.0,4713.07,1.67,67.2,792407724467.5966,41869.85905559219,27984634062.049942
2022-01-12,41200.0,41.2,1.74,0.04,0.12,1.5,0.27,223250.0,21649.6,15905.1,185.724,1841.0,660783.0,4726.35,1.66,67.2,809621515508.4065,42777.211020482355,22813557397.82151
2022-01-13,41200.0,41.2,1.7,0.05,0.12,1.47,0.28,223250.0,21649.6,15495.62,185.724,1841.0,660783.0,4659.03,1.62,67.2,832460077955.3481,43981.87732717414,28250302540.221024
2022-01-14,41200.0,41.2,1.78,0.05,0.13,1.55,0.3,223250.0,21649.6,15611.59,185.724,1841.0,660783.0,4662.85,1.7,67.2,806510860231.8285,42608.41001195019,43905745871.292786
2022-01-18,41200.0,41.2,1.87,0.05,0.16,1.65,0.37,228250.0,21649.6,15210.76,185.724,1841.0,660783.0,4577.11,1.79,67.2,800822650383.9624,42298.341116872325,17694929625.845875
2022-01-19,41200.0,41.2,1.83,0.05,0.17,1.62,0.36,228250.0,21649.6,15047.84,185.724,1841.0,660783.0,4532.76,1.75,67.2,803962100417.9756,42395.45879157343,18897950050.285973
2022-01-20,41200.0,41.2,1.83,0.05,0.17,1.62,0.36,228250.0,21649.6,14846.46,185.724,1841.0,660783.0,4482.73,1.75,67.2,790507925308.7825,41749.55143098559,19626113309.554142
2022-01-21,41200.0,41.2,1.75,0.05,0.17,1.54,0.35,228250.0,21649.6,14438.4,185.724,1841.0,660783.0,4397.94,1.67,67.2,774235809673.4731,40707.6824143097,20930163211.171124
2022-01-24,41200.0,41.2,1.75,0.05,0.19,1.53,0.39,231000.0,21649.6,14509.58,185.724,1841.0,660783.0,4410.13,1.67,67.2,687575973800.0704,36306.409440464704,22865032968.608204
2022-01-25,41200.0,41.2,1.78,0.05,0.19,1.56,0.39,231000.0,21649.6,14149.12,185.724,1841.0,660783.0,4356.45,1.7,67.2,696465421899.37,36774.00714224005,36385158448.60688
2022-01-26,41200.0,41.2,1.85,0.06,0.19,1.66,0.4,231000.0,21649.6,14172.76,185.724,1841.0,660783.0,4349.93,1.77,67.2,700571452648.8236,36988.928510667356,46168918584.85349
2022-01-27,41200.0,41.2,1.81,0.04,0.2,1.66,0.43,231000.0,21649.6,14003.11,185.724,1841.0,660783.0,4326.51,1.73,67.2,700165819656.2855,36870.440166930995,26756873749.744743
2022-01-28,41200.0,41.2,1.78,0.04,0.19,1.61,0.43,231000.0,21649.6,14454.61,185.724,1841.0,660783.0,4431.85,1.7,67.2,702311456032.8538,37276.839558174994,22057410457.280827
2022-01-31,41200.0,41.2,1.79,0.03,0.22,1.62,0.49,228500.0,21649.6,14930.05,185.724,1841.0,660783.0,4515.55,1.71,67.2,719570142321.8397,37983.151499406464,11807185113.633108
2022-02-01,41497.0,41.6,1.81,0.04,0.19,1.63,0.48,228500.0,21708.4,15019.68,185.559,1857.0,671252.0,4546.54,1.73,62.8,727905398095.9747,38555.53446121157,17731563487.283978
2022-02-02,41497.0,41.6,1.78,0.04,0.19,1.6,0.45,228500.0,21708.4,15139.74,185.559,1857.0,671252.0,4589.38,1.7,62.8,736102274236.6057,38835.69494322237,17109120250.158987
2022-02-03,41497.0,41.6,1.82,0.03,0.2,1.66,0.48,228500.0,21708.4,14501.11,185.559,1857.0,671252.0,4477.44,1.74,62.8,700645616423.8325,37000.98249864199,16709908527.231106
2022-02-04,41497.0,41.6,1.93,0.05,0.23,1.78,0.56,228500.0,21708.4,14694.35,185.559,1857.0,671252.0,4500.53,1.85,62.8,703003347951.7092,37101.351593780935,16136299994.837618
2022-02-07,41497.0,41.6,1.92,0.03,0.27,1.76,0.58,216750.0,21708.4,14571.25,185.559,1857.0,671252.0,4483.87,1.84,62.8,804942041477.0581,42475.543220951215,13206494654.908047
2022-02-08,41497.0,41.6,1.96,0.03,0.25,1.81,0.59,216750.0,21708.4,14747.03,185.559,1857.0,671252.0,4521.54,1.88,62.8,833392518214.8341,43910.929986443094,24171856714.475758
2022-02-09,41497.0,41.6,1.94,0.04,0.26,1.82,0.57,216750.0,21708.4,15056.96,185.559,1857.0,671252.0,4587.18,1.86,62.8,837406846076.2306,44184.447511676175,29024977264.932137
2022-02-10,41497.0,41.6,2.03,0.05,0.4,1.96,0.74,216750.0,21708.4,14705.64,185.559,1857.0,671252.0,4504.08,1.95,62.8,841339973338.8694,44383.88805541707,19780565063.098923
2022-02-11,41497.0,41.6,1.92,0.03,0.36,1.84,0.71,216750.0,21708.4,14253.84,185.559,1857.0,671252.0,4418.64,1.84,62.8,826942197610.3904,43628.13953235228,27877618433.98099
2022-02-14,41497.0,41.6,1.98,0.03,0.43,1.9,0.76,209000.0,21708.4,14268.59,185.559,1857.0,671252.0,4401.67,1.9,62.8,802059713029.3901,42247.83595326771,12146423251.39967
2022-02-15,41497.0,41.6,2.05,0.02,0.4,1.94,0.72,209000.0,21708.4,14620.82,185.559,1857.0,671252.0,4471.07,1.97,62.8,808280617642.0496,42634.573783663065,18090873762.822777
2022-02-16,41497.0,41.6,2.03,0.03,0.38,1.9,0.67,209000.0,21708.4,14603.64,185.559,1857.0,671252.0,4475.01,1.95,62.8,848321283143.9929,44574.32057099816,19801081788.555756
2022-02-17,41497.0,41.6,1.97,0.06,0.36,1.85,0.65,209000.0,21708.4,14171.74,185.559,1857.0,671252.0,4380.26,1.89,62.8,836256083783.791,44063.28198279571,16847003857.433496
2022-02-18,41497.0,41.6,1.92,0.03,0.35,1.82,0.65,209000.0,21708.4,14009.54,185.559,1857.0,671252.0,4348.87,1.84,62.8,770096677778.6456,40562.98694982819,22270664615.4777
2022-02-22,41497.0,41.6,1.94,0.03,0.37,1.85,0.73,203000.0,21708.4,13870.53,185.559,1857.0,671252.0,4304.76,1.86,62.8,703004241590.1829,37059.979402287514,25174914104.16337
2022-02-23,41497.0,41.6,1.99,0.02,0.34,1.89,0.74,203000.0,21708.4,13509.43,185.559,1857.0,671252.0,4225.5,1.91,62.8,727094284067.6588,38337.2038554348,22212181617.200245
2022-02-24,41497.0,41.6,1.96,0.05,0.32,1.84,0.65,203000.0,21708.4,13974.67,185.559,1857.0,671252.0,4288.7,1.88,62.8,708829287814.1068,37372.2926803477,18507851467.85067
2022-02-25,41497.0,41.6,1.97,0.03,0.33,1.86,0.71,203000.0,21708.4,14189.16,185.559,1857.0,671252.0,4384.65,1.89,62.8,727657714638.0917,38363.345488570165,40839699480.89129
2022-02-28,41497.0,41.6,1.83,0.06,0.35,1.71,0.69,195000.0,21708.4,14237.81,185.559,1857.0,671252.0,4373.94,1.75,62.8,717619764688.0872,37803.59016044929,19424397945.619602
2022-03-01,43206.0,41.5,1.72,0.11,0.32,1.56,0.6,195000.0,21739.7,14005.99,186.557,1879.0,692095.0,4306.26,1.64,59.4,819019441071.749,43225.404677435734,30634280854.538326
2022-03-02,43206.0,41.5,1.86,0.13,0.34,1.74,0.68,195000.0,21739.7,14243.69,186.557,1879.0,692095.0,4386.54,1.78,59.4,841254375272.0455,44459.59162774341,27880763034.093914
2022-03-03,43206.0,41.5,1.86,0.19,0.38,1.74,0.69,195000.0,21739.7,14035.21,186.557,1879.0,692095.0,4363.49,1.78,59.4,834437956671.6672,43980.707382090906,25615956856.40275
2022-03-04,43206.0,41.5,1.74,0.15,0.34,1.65,0.69,195000.0,21739.7,13837.83,186.557,1879.0,692095.0,4328.87,1.66,59.4,807454920681.7217,42491.97839335905,22366184128.900482
2022-03-07,43206.0,41.5,1.78,0.17,0.38,1.71,0.75,196750.0,21739.7,13319.38,186.557,1879.0,692095.0,4201.09,1.7,59.4,729501899968.2964,38442.99174588676,16995562040.606796
2022-03-08,43206.0,41.5,1.86,0.16,0.36,1.8,0.72,196750.0,21739.7,13267.6,186.557,1879.0,692095.0,4170.7,1.78,59.4,723198804467.6718,38076.49382252028,24596395439.058964
2022-03-09,43206.0,41.5,1.94,0.18,0.38,1.87,0.75,196750.0,21739.7,13742.2,186.557,1879.0,692095.0,4277.88,1.86,59.4,735453953725.9198,38732.93701302586,22556397749.428085
2022-03-10,43206.0,41.5,1.98,0.19,0.39,1.92,0.75,196750.0,21739.7,13591.0,186.557,1879.0,692095.0,4259.52,1.9,59.4,796849504897.2562,41986.03444607623,29211702119.448605
2022-03-11,43206.0,41.5,2.0,0.17,0.4,1.96,0.78,196750.0,21739.7,13301.83,186.557,1879.0,692095.0,4204.31,1.92,59.4,749384110700.1091,39468.35477300189,27653455219.04128
2022-03-14,43206.0,41.5,2.14,0.23,0.45,2.1,0.86,188750.0,21739.7,13046.64,186.557,1879.0,692095.0,4173.11,2.06,59.4,718551088031.3688,37852.52514106289,14461647575.513742
2022-03-15,43206.0,41.5,2.15,0.22,0.46,2.1,0.86,188750.0,21739.7,13458.56,186.557,1879.0,692095.0,4262.45,2.07,59.4,751354026218.9767,39669.423812004505,21250969229.221596
2022-03-16,43206.0,41.5,2.19,0.24,0.44,2.18,0.86,188750.0,21739.7,13956.78,186.557,1879.0,692095.0,4357.86,2.11,59.4,747642430663.595,39331.84654059453,20768829817.938637
2022-03-17,43206.0,41.5,2.2,0.2,0.4,2.17,0.81,188750.0,21739.7,14118.6,186.557,1879.0,692095.0,4411.67,1.87,59.4,779761001844.4108,41165.63506140341,34974203468.766266
2022-03-18,43206.0,41.5,2.14,0.19,0.42,2.14,0.83,188750.0,21739.7,14420.08,186.557,1879.0,692095.0,4463.12,1.81,59.4,778474325709.8895,41001.70957801974,18861644942.593346
2022-03-21,43206.0,41.5,2.32,0.22,0.54,2.33,0.95,180750.0,21739.7,14376.09,186.557,1879.0,692095.0,4461.18,1.99,59.4,784054464871.6631,41283.25900104565,16856192301.960054
2022-03-22,43206.0,41.5,2.38,0.2,0.51,2.39,0.96,180750.0,21739.7,14654.33,186.557,1879.0,692095.0,4511.61,2.05,59.4,779205413378.8728,41061.81589384987,21335882483.315796
2022-03-23,43206.0,41.5,2.32,0.15,0.5,2.34,0.93,180750.0,21739.7,14447.55,186.557,1879.0,692095.0,4456.24,1.99,59.4,803937099701.4115,42401.895597489434,28688623151.357098
2022-03-24,43206.0,41.5,2.34,0.16,0.52,2.37,0.96,180750.0,21739.7,14765.69,186.557,1879.0,692095.0,4520.16,2.01,59.4,810894331277.664,42802.15471016985,21851891598.642384
2022-03-25,43206.0,41.5,2.48,0.17,0.55,2.55,1.01,180750.0,21739.7,14754.31,186.557,1879.0,692095.0,4543.06,2.15,59.4,834251096724.507,43936.09623454058,26212783703.864426
2022-03-28,43206.0,41.5,2.46,0.19,0.59,2.54,1.08,178000.0,21739.7,14987.4,186.557,1879.0,692095.0,4575.52,2.13,59.4,887283025181.1342,46715.1176185105,22545392529.67392
2022-03-29,43206.0,41.5,2.41,0.18,0.55,2.49,1.06,178000.0,21739.7,15239.32,186.557,1879.0,692095.0,4631.6,2.08,59.4,892747620147.7012,46994.879118357465,30051327357.066643
2022-03-30,43206.0,41.5,2.35,0.16,0.55,2.44,1.04,178000.0,21739.7,15071.55,186.557,1879.0,692095.0,4602.45,2.02,59.4,901430001888.9999,47459.261237539096,26128040680.825665
2022-03-31,43206.0,41.5,2.32,0.17,0.52,2.42,1.06,178000.0,21739.7,14838.49,186.557,1879.0,692095.0,4530.41,1.99,59.4,895356010540.8462,47063.36584996355,24497248306.346912
2022-04-01,43202.0,41.2,2.39,0.15,0.53,2.55,1.09,178000.0,21644.3,14861.21,189.901,1823.0,697403.0,4545.86,2.06,65.2,865010142444.9791,45528.40715313835,27736469645.537262
2022-04-04,43202.0,41.2,2.42,0.18,0.66,2.56,1.14,170500.0,21644.3,15159.58,189.901,1823.0,697403.0,4582.64,2.09,65.2,882346640419.069,46434.562982661664,21510196790.30345
2022-04-05,43202.0,41.2,2.54,0.18,0.65,2.69,1.13,170500.0,21644.3,14820.64,189.901,1823.0,697403.0,4525.12,2.21,65.2,885584977681.2438,46622.63571309101,28019309650.72574
2022-04-06,43202.0,41.2,2.61,0.21,0.67,2.7,1.15,170500.0,21644.3,14498.88,189.901,1823.0,697403.0,4481.15,2.28,65.2,867247321783.443,45635.45438126673,25474063861.60569
2022-04-07,43202.0,41.2,2.66,0.21,0.68,2.7,1.15,170500.0,21644.3,14531.81,189.901,1823.0,697403.0,4500.21,2.33,65.2,820983263462.4961,43198.77526936491,34113818641.77575
2022-04-08,43202.0,41.2,2.72,0.2,0.7,2.76,1.19,170500.0,21644.3,14327.26,189.901,1823.0,697403.0,4488.28,2.39,65.2,827032889944.6309,43515.15032279806,22960138784.304127
2022-04-11,43202.0,41.2,2.79,0.22,0.77,2.79,1.23,172750.0,21644.3,13990.21,189.901,1823.0,697403.0,4412.53,2.46,65.2,803574629064.9272,42274.907370256085,14936318818.778025
2022-04-12,43202.0,41.2,2.72,0.21,0.74,2.66,1.2,172750.0,21644.3,13940.24,189.901,1823.0,697403.0,4397.45,2.39,65.2,752680814425.1921,39603.965159284155,30168665078.21043
2022-04-13,43202.0,41.2,2.7,0.26,0.75,2.66,1.2,172750.0,21644.3,14217.29,189.901,1823.0,697403.0,4446.59,2.37,65.2,764314681923.3135,40205.67794073206,27804694935.48352
2022-04-14,43202.0,41.2,2.83,0.37,0.79,2.79,1.25,172750.0,21644.3,13893.21,189.901,1823.0,697403.0,4392.59,2.5,65.2,783560801481.9719,41205.16871904067,25453869985.971855
2022-04-18,43202.0,41.2,2.85,0.38,0.81,2.79,1.27,177500.0,21644.3,13910.76,189.901,1823.0,697403.0,4391.69,2.52,65.2,755627152747.4514,39739.11925622209,16627779441.567648
2022-04-19,43202.0,41.2,2.93,0.37,0.81,2.91,1.28,177500.0,21644.3,14210.26,189.901,1823.0,697403.0,4462.21,2.6,65.2,776463403746.4385,40833.5379650337,30617039399.980103
2022-04-20,43202.0,41.2,2.85,0.35,0.82,2.87,1.29,177500.0,21644.3,13998.53,189.901,1823.0,697403.0,4459.45,2.52,65.2,789141783336.2104,41498.12244669832,22717772925.289574
2022-04-21,43202.0,41.2,2.9,0.5,0.83,2.96,1.32,177500.0,21644.3,13720.45,189.901,1823.0,697403.0,4393.66,2.57,65.2,787437397453.9304,41397.220477279625,24937668255.073463
2022-04-22,43202.0,41.2,2.9,0.46,0.83,2.94,1.34,177500.0,21644.3,13356.87,189.901,1823.0,697403.0,4271.78,2.57,65.2,770787243369.5001,40528.54148675958,32131220615.550182
2022-04-25,43202.0,41.2,2.81,0.4,0.91,2.84,1.42,180000.0,21644.3,13533.22,189.901,1823.0,697403.0,4296.12,2.48,65.2,752446283899.8965,39469.04986198146,16778683767.597218
2022-04-26,43202.0,41.2,2.77,0.38,0.83,2.79,1.4,180000.0,21644.3,13009.71,189.901,1823.0,697403.0,4175.2,2.44,65.2,770112436973.4149,40488.877917622376,32883645913.964718
2022-04-27,43202.0,41.2,2.82,0.37,0.82,2.81,1.39,180000.0,21644.3,13003.36,189.901,1823.0,697403.0,4183.96,2.49,65.2,725434540422.046,38134.21545068938,31053018153.386673
2022-04-28,43202.0,41.2,2.85,0.37,0.82,2.86,1.38,180000.0,21644.3,13456.06,189.901,1823.0,697403.0,4287.5,2.52,65.2,746473028158.29,39237.94931747103,28170490245.865635
2022-04-29,43202.0,41.2,2.89,0.37,0.85,2.92,1.41,180000.0,21644.3,12854.8,189.901,1823.0,697403.0,4131.93,2.56,65.2,756090806420.8264,39741.766645809636,31484572271.03238
2022-05-02,44129.0,41.2,2.99,0.41,0.9,3.01,1.49,188500.0,21649.2,13075.85,189.279,1695.0,708756.0,4155.38,2.66,58.4,733294957352.5364,38537.65476669535,24857664487.014507
2022-05-03,44129.0,41.2,2.97,0.48,0.91,3.01,1.45,188500.0,21649.2,13089.9,189.279,1695.0,708756.0,4175.48,2.64,58.4,733787526677.6703,38561.56539902362,29825308569.42226
2022-05-04,44129.0,41.2,2.93,0.49,0.89,2.93,1.44,188500.0,21649.2,13535.71,189.279,1695.0,708756.0,4300.17,2.6,58.4,718542028695.8999,37758.496107734,23070122642.32804
2022-05-05,44129.0,41.2,3.05,0.49,0.85,3.01,1.37,188500.0,21649.2,12850.55,189.279,1695.0,708756.0,4146.87,2.22,58.4,755764276888.7715,39699.02404125388,31748901527.20592
2022-05-06,44129.0,41.2,3.12,0.48,0.85,3.06,1.41,188500.0,21649.2,12693.53,189.279,1695.0,708756.0,4123.34,2.29,58.4,696020943881.887,36612.229548803036,37402043365.58407
2022-05-09,44129.0,41.2,3.05,0.51,0.92,2.95,1.43,191250.0,21649.2,12187.72,189.279,1695.0,708756.0,3991.24,2.22,58.4,648514321641.9902,34070.31219757961,30810576501.52256
2022-05-10,44129.0,41.2,2.99,0.57,0.89,2.91,1.44,191250.0,21649.2,12345.86,189.279,1695.0,708756.0,4001.05,2.16,58.4,576197842487.6378,30269.586956629482,58369928594.32748
2022-05-11,44129.0,41.2,2.91,0.59,0.91,2.89,1.43,191250.0,21649.2,11967.56,189.279,1695.0,708756.0,3935.18,2.08,58.4,590644412746.6844,31026.93386836242,54071363210.08785
2022-05-12,44129.0,41.2,2.84,0.61,0.96,2.81,1.44,191250.0,21649.2,11945.5,189.279,1695.0,708756.0,3930.08,2.01,58.4,549294001873.1765,28913.48836365432,65985702701.50493
2022-05-13,44129.0,41.2,2.93,0.67,1.03,2.89,1.47,191250.0,21649.2,12387.4,189.279,1695.0,708756.0,4023.89,2.1,58.4,555266177876.6213,29126.11597686014,61338080283.57989
2022-05-16,44129.0,41.2,2.88,0.64,1.07,2.83,1.54,199500.0,21649.2,12243.58,189.279,1695.0,708756.0,4008.01,2.05,58.4,596346266888.6597,31319.309111130002,22948123704.172672
2022-05-17,44129.0,41.2,2.98,0.61,1.06,2.96,1.57,199500.0,21649.2,12564.1,189.279,1695.0,708756.0,4088.85,2.15,58.4,569801943005.2971,29923.606993639707,28418179221.125336
2022-05-18,44129.0,41.2,2.89,0.56,1.03,2.89,1.56,199500.0,21649.2,11928.31,189.279,1695.0,708756.0,3923.68,2.06,58.4,581272773175.8237,30502.19328027689,24964703223.57502
2022-05-19,44129.0,41.2,2.84,0.65,1.05,2.84,1.52,199500.0,21649.2,11875.63,189.279,1695.0,708756.0,3900.79,2.01,58.4,547927169401.20306,28772.200501112577,26219431165.241817
2022-05-20,44129.0,41.2,2.78,0.63,1.03,2.8,1.51,199500.0,21649.2,11835.62,189.279,1695.0,708756.0,3901.36,1.95,58.4,578678245847.8763,30382.40624219559,29190056577.430664
2022-05-23,44129.0,41.2,2.86,0.55,1.07,2.88,1.57,207000.0,21649.2,12034.28,189.279,1695.0,708756.0,3973.75,2.03,58.4,578090387085.146,30351.050417138096,17199930154.801018
2022-05-24,44129.0,41.2,2.76,0.55,1.06,2.76,1.53,207000.0,21649.2,11769.84,189.279,1695.0,708756.0,3941.48,1.93,58.4,555459414424.212,29163.167775739188,26646754324.71057
